1510943797.03, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.26, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.27, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.29, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.32, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.33, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.34, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.36, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.37, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.39, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.41, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.43, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.44, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.45, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.46, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.47, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.48, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.51, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.52, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.53, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.54, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.55, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.56, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.57, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.58, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

1510943797.59, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0

